planet,endpoint_type,to_nakshatra,to_pada,event_utc_dt,year
ketu,nakshatra,Svati,4,1949-08-05T01:37:22.968750+00:00,1949
ketu,nakshatra,Chitra,4,1950-04-13T20:37:51.093750+00:00,1950
ketu,nakshatra,Hasta,4,1950-12-21T15:38:19.218750+00:00,1950
ketu,nakshatra,Uttara Phalguni,4,1951-08-30T10:38:47.343750+00:00,1951
ketu,nakshatra,Purva Phalguni,4,1952-05-08T05:39:15.468750+00:00,1952
ketu,nakshatra,Magha,4,1953-01-15T00:39:43.593750+00:00,1953
ketu,nakshatra,Ashlesha,4,1953-09-23T19:40:11.718750+00:00,1953
ketu,nakshatra,Pushya,4,1954-06-02T14:40:39.843750+00:00,1954
ketu,nakshatra,Punarvasu,4,1955-02-09T09:41:07.968750+00:00,1955
ketu,nakshatra,Ardra,4,1955-10-19T04:41:36.093750+00:00,1955
ketu,nakshatra,Mrigashirsha,4,1956-06-26T23:42:04.218750+00:00,1956
ketu,nakshatra,Rohini,4,1957-03-05T18:42:32.343750+00:00,1957
ketu,nakshatra,Krittika,4,1957-11-12T13:43:00.468750+00:00,1957
ketu,nakshatra,Bharani,4,1958-07-22T08:38:12.187500+00:00,1958
ketu,nakshatra,Ashwini,4,1959-03-31T03:38:40.312500+00:00,1959
ketu,nakshatra,Revati,4,1959-12-07T22:39:08.437500+00:00,1959
ketu,nakshatra,Uttara Bhadrapada,4,1960-08-15T17:39:36.562500+00:00,1960
ketu,nakshatra,Purva Bhadrapada,4,1961-04-24T12:40:04.687500+00:00,1961
ketu,nakshatra,Shatabhisha,4,1962-01-01T07:40:32.812500+00:00,1962
ketu,nakshatra,Dhanishta,4,1962-09-10T02:41:00.937500+00:00,1962
ketu,nakshatra,Shravana,4,1963-05-19T21:41:29.062500+00:00,1963
ketu,nakshatra,Uttara Ashadha,4,1964-01-26T16:41:57.187500+00:00,1964
ketu,nakshatra,Purva Ashadha,4,1964-10-04T11:42:25.312500+00:00,1964
ketu,nakshatra,Mula,4,1965-06-13T06:42:53.437500+00:00,1965
ketu,nakshatra,Jyeshtha,4,1966-02-20T01:43:21.562500+00:00,1966
ketu,nakshatra,Anuradha,4,1966-10-29T20:43:49.687500+00:00,1966
ketu,nakshatra,Vishakha,4,1967-07-08T15:44:17.812500+00:00,1967
ketu,nakshatra,Svati,4,1968-03-16T10:44:45.937500+00:00,1968
ketu,nakshatra,Chitra,4,1968-11-23T05:45:14.062500+00:00,1968
ketu,nakshatra,Hasta,4,1969-08-02T00:45:42.187500+00:00,1969
ketu,nakshatra,Uttara Phalguni,4,1970-04-10T19:40:53.906250+00:00,1970
ketu,nakshatra,Purva Phalguni,4,1970-12-18T14:41:22.031250+00:00,1970
ketu,nakshatra,Magha,4,1971-08-27T09:41:50.156250+00:00,1971
ketu,nakshatra,Ashlesha,4,1972-05-05T04:42:18.281250+00:00,1972
ketu,nakshatra,Pushya,4,1973-01-11T23:42:46.406250+00:00,1973
ketu,nakshatra,Punarvasu,4,1973-09-20T18:43:14.531250+00:00,1973
ketu,nakshatra,Ardra,4,1974-05-30T13:43:42.656250+00:00,1974
ketu,nakshatra,Mrigashirsha,4,1975-02-06T08:44:10.781250+00:00,1975
ketu,nakshatra,Rohini,4,1975-10-16T03:44:38.906250+00:00,1975
ketu,nakshatra,Krittika,4,1976-06-23T22:45:07.031250+00:00,1976
ketu,nakshatra,Bharani,4,1977-03-02T17:45:35.156250+00:00,1977
ketu,nakshatra,Ashwini,4,1977-11-09T12:46:03.281250+00:00,1977
ketu,nakshatra,Revati,4,1978-07-19T07:46:31.406250+00:00,1978
ketu,nakshatra,Uttara Bhadrapada,4,1979-03-28T02:46:59.531250+00:00,1979
ketu,nakshatra,Purva Bhadrapada,4,1979-12-04T21:47:27.656250+00:00,1979
ketu,nakshatra,Shatabhisha,4,1980-08-12T16:47:55.781250+00:00,1980
ketu,nakshatra,Dhanishta,4,1981-04-21T11:43:07.500000+00:00,1981
ketu,nakshatra,Shravana,4,1981-12-29T06:43:35.625000+00:00,1981
ketu,nakshatra,Uttara Ashadha,4,1982-09-07T01:44:03.750000+00:00,1982
ketu,nakshatra,Purva Ashadha,4,1983-05-16T20:44:31.875000+00:00,1983
ketu,nakshatra,Mula,4,1984-01-23T15:45:00+00:00,1984
ketu,nakshatra,Jyeshtha,4,1984-10-01T10:45:28.125000+00:00,1984
ketu,nakshatra,Anuradha,4,1985-06-10T05:45:56.250000+00:00,1985
ketu,nakshatra,Vishakha,4,1986-02-17T00:46:24.375000+00:00,1986
ketu,nakshatra,Svati,4,1986-10-26T19:46:52.500000+00:00,1986
ketu,nakshatra,Chitra,4,1987-07-05T14:47:20.625000+00:00,1987
ketu,nakshatra,Hasta,4,1988-03-13T09:47:48.750000+00:00,1988
ketu,nakshatra,Uttara Phalguni,4,1988-11-20T04:48:16.875000+00:00,1988
ketu,nakshatra,Purva Phalguni,4,1989-07-29T23:48:45+00:00,1989
ketu,nakshatra,Magha,4,1990-04-07T18:49:13.125000+00:00,1990
ketu,nakshatra,Ashlesha,4,1990-12-15T13:49:41.250000+00:00,1990
ketu,nakshatra,Pushya,4,1991-08-24T08:50:09.375000+00:00,1991
ketu,nakshatra,Punarvasu,4,1992-05-02T03:50:37.500000+00:00,1992
ketu,nakshatra,Ardra,4,1993-01-08T22:45:49.218750+00:00,1993
ketu,nakshatra,Mrigashirsha,4,1993-09-17T17:46:17.343750+00:00,1993
ketu,nakshatra,Rohini,4,1994-05-27T12:46:45.468750+00:00,1994
ketu,nakshatra,Krittika,4,1995-02-03T07:47:13.593750+00:00,1995
ketu,nakshatra,Bharani,4,1995-10-13T02:47:41.718750+00:00,1995
ketu,nakshatra,Ashwini,4,1996-06-20T21:48:09.843750+00:00,1996
ketu,nakshatra,Revati,4,1997-02-27T16:48:37.968750+00:00,1997
ketu,nakshatra,Uttara Bhadrapada,4,1997-11-06T11:49:06.093750+00:00,1997
ketu,nakshatra,Purva Bhadrapada,4,1998-07-16T06:49:34.218750+00:00,1998
ketu,nakshatra,Shatabhisha,4,1999-03-25T01:50:02.343750+00:00,1999
ketu,nakshatra,Dhanishta,4,1999-12-01T20:50:30.468750+00:00,1999
ketu,nakshatra,Shravana,4,2000-08-09T15:50:58.593750+00:00,2000
ketu,nakshatra,Uttara Ashadha,4,2001-04-18T10:51:26.718750+00:00,2001
ketu,nakshatra,Purva Ashadha,4,2001-12-26T05:51:54.843750+00:00,2001
ketu,nakshatra,Mula,4,2002-09-04T00:52:22.968750+00:00,2002
ketu,nakshatra,Jyeshtha,4,2003-05-13T19:52:51.093750+00:00,2003
ketu,nakshatra,Anuradha,4,2004-01-20T14:48:02.812500+00:00,2004
ketu,nakshatra,Vishakha,4,2004-09-28T09:48:30.937500+00:00,2004
ketu,nakshatra,Svati,4,2005-06-07T04:48:59.062500+00:00,2005
ketu,nakshatra,Chitra,4,2006-02-13T23:49:27.187500+00:00,2006
ketu,nakshatra,Hasta,4,2006-10-23T18:49:55.312500+00:00,2006
ketu,nakshatra,Uttara Phalguni,4,2007-07-02T13:50:23.437500+00:00,2007
ketu,nakshatra,Purva Phalguni,4,2008-03-10T08:50:51.562500+00:00,2008
ketu,nakshatra,Magha,4,2008-11-17T03:51:19.687500+00:00,2008
ketu,nakshatra,Ashlesha,4,2009-07-26T22:51:47.812500+00:00,2009
ketu,nakshatra,Pushya,4,2010-04-04T17:52:15.937500+00:00,2010
ketu,nakshatra,Punarvasu,4,2010-12-12T12:52:44.062500+00:00,2010
ketu,nakshatra,Ardra,4,2011-08-21T07:53:12.187500+00:00,2011
ketu,nakshatra,Mrigashirsha,4,2012-04-29T02:53:40.312500+00:00,2012
ketu,nakshatra,Rohini,4,2013-01-05T21:54:08.437500+00:00,2013
ketu,nakshatra,Krittika,4,2013-09-14T16:54:36.562500+00:00,2013
ketu,nakshatra,Bharani,4,2014-05-24T11:55:04.687500+00:00,2014
ketu,nakshatra,Ashwini,4,2015-01-31T06:55:32.812500+00:00,2015
ketu,nakshatra,Revati,4,2015-10-10T01:50:44.531250+00:00,2015
ketu,nakshatra,Uttara Bhadrapada,4,2016-06-17T20:51:12.656250+00:00,2016
ketu,nakshatra,Purva Bhadrapada,4,2017-02-24T15:51:40.781250+00:00,2017
ketu,nakshatra,Shatabhisha,4,2017-11-03T10:52:08.906250+00:00,2017
ketu,nakshatra,Dhanishta,4,2018-07-13T05:52:37.031250+00:00,2018
ketu,nakshatra,Shravana,4,2019-03-22T00:53:05.156250+00:00,2019
ketu,nakshatra,Uttara Ashadha,4,2019-11-28T19:53:33.281250+00:00,2019
ketu,nakshatra,Purva Ashadha,4,2020-08-06T14:54:01.406250+00:00,2020
ketu,nakshatra,Mula,4,2021-04-15T09:54:29.531250+00:00,2021
ketu,nakshatra,Jyeshtha,4,2021-12-23T04:54:57.656250+00:00,2021
ketu,nakshatra,Anuradha,4,2022-08-31T23:55:25.781250+00:00,2022
ketu,nakshatra,Vishakha,4,2023-05-10T18:55:53.906250+00:00,2023
ketu,nakshatra,Svati,4,2024-01-17T13:56:22.031250+00:00,2024
ketu,nakshatra,Chitra,4,2024-09-25T08:56:50.156250+00:00,2024
ketu,nakshatra,Hasta,4,2025-06-04T03:57:18.281250+00:00,2025
