planet,endpoint_type,to_sign,event_utc_dt,year
ketu,rashi,Libra,1986-04-20T23:31:31.406250+00:00,1986
ketu,rashi,Virgo,1987-11-08T12:17:34.687500+00:00,1987
ketu,rashi,Leo,1989-05-28T01:03:37.968750+00:00,1989
ketu,rashi,Cancer,1990-12-15T13:49:41.250000+00:00,1990
ketu,rashi,Gemini,1992-07-04T02:35:44.531250+00:00,1992
ketu,rashi,Taurus,1994-01-21T15:16:31.406250+00:00,1994
ketu,rashi,Aries,1995-08-11T04:02:34.687500+00:00,1995
ketu,rashi,Pisces,1997-02-27T16:48:37.968750+00:00,1997
ketu,rashi,Aquarius,1998-09-17T05:34:41.250000+00:00,1998
ketu,rashi,Capricorn,2000-04-05T18:20:44.531250+00:00,2000
ketu,rashi,Sagittarius,2001-10-24T07:06:47.812500+00:00,2001
ketu,rashi,Scorpio,2003-05-13T19:52:51.093750+00:00,2003
ketu,rashi,Libra,2004-11-30T08:33:37.968750+00:00,2004
ketu,rashi,Virgo,2006-06-19T21:19:41.250000+00:00,2006
ketu,rashi,Leo,2008-01-07T10:05:44.531250+00:00,2008
ketu,rashi,Cancer,2009-07-26T22:51:47.812500+00:00,2009
ketu,rashi,Gemini,2011-02-13T11:37:51.093750+00:00,2011
ketu,rashi,Taurus,2012-09-02T00:23:54.375000+00:00,2012
ketu,rashi,Aries,2014-03-22T13:09:57.656250+00:00,2014
ketu,rashi,Pisces,2015-10-10T01:50:44.531250+00:00,2015
ketu,rashi,Aquarius,2017-04-28T14:36:47.812500+00:00,2017
ketu,rashi,Capricorn,2018-11-16T03:22:51.093750+00:00,2018
ketu,rashi,Sagittarius,2020-06-04T16:08:54.375000+00:00,2020
ketu,rashi,Scorpio,2021-12-23T04:54:57.656250+00:00,2021
ketu,rashi,Libra,2023-07-12T17:41:00.937500+00:00,2023
ketu,rashi,Virgo,2025-01-29T06:27:04.218750+00:00,2025
