planet,endpoint_type,to_sign,event_utc_dt,year,to_nakshatra,to_pada
moon,nakshatra,,1959-11-25T22:24:22.500000+00:00,1959,Ashwini,1.0
moon,nakshatra,,1959-12-08T10:01:52.500000+00:00,1959,Revati,4.0
moon,nakshatra,,1959-12-23T00:50:37.500000+00:00,1959,Ashwini,1.0
moon,nakshatra,,1960-01-04T11:20:37.500000+00:00,1960,Revati,4.0
moon,nakshatra,,1960-01-19T01:18:45+00:00,1960,Ashwini,1.0
moon,nakshatra,,1960-01-31T16:24:22.500000+00:00,1960,Revati,4.0
moon,nakshatra,,1960-02-15T04:30:00+00:00,1960,Ashwini,1.0
moon,nakshatra,,1960-02-28T01:01:52.500000+00:00,1960,Revati,4.0
moon,nakshatra,,1960-03-13T11:48:45+00:00,1960,Ashwini,1.0
moon,nakshatra,,1960-03-26T09:56:15+00:00,1960,Revati,4.0
moon,nakshatra,,1960-04-09T21:00:00+00:00,1960,Ashwini,1.0
moon,nakshatra,,1960-04-22T15:50:37.500000+00:00,1960,Revati,4.0
moon,nakshatra,,1960-05-07T04:35:37.500000+00:00,1960,Ashwini,1.0
moon,nakshatra,,1960-05-19T18:00:00+00:00,1960,Revati,4.0
moon,nakshatra,,1960-06-03T08:31:52.500000+00:00,1960,Ashwini,1.0
moon,nakshatra,,1960-06-15T18:56:15+00:00,1960,Revati,4.0
moon,nakshatra,,1960-06-30T09:56:15+00:00,1960,Ashwini,1.0
moon,nakshatra,,1960-07-12T22:18:45+00:00,1960,Revati,4.0
moon,nakshatra,,1960-07-27T11:48:45+00:00,1960,Ashwini,1.0
moon,nakshatra,,1960-08-09T05:48:45+00:00,1960,Revati,4.0
moon,nakshatra,,1960-08-23T16:35:37.500000+00:00,1960,Ashwini,1.0
moon,nakshatra,,1960-09-05T15:45:00+00:00,1960,Revati,4.0
moon,nakshatra,,1960-09-19T23:54:22.500000+00:00,1960,Ashwini,1.0
moon,nakshatra,,1960-10-03T00:39:22.500000+00:00,1960,Revati,4.0
moon,nakshatra,,1960-10-17T07:35:37.500000+00:00,1960,Ashwini,1.0
moon,nakshatra,,1960-10-30T05:31:52.500000+00:00,1960,Revati,4.0
moon,nakshatra,,1960-11-13T12:56:15+00:00,1960,Ashwini,1.0
moon,nakshatra,,1960-11-26T06:22:30+00:00,1960,Revati,4.0
moon,nakshatra,,1960-12-10T15:05:37.500000+00:00,1960,Ashwini,1.0
moon,nakshatra,,1960-12-23T07:30:00+00:00,1960,Revati,4.0
moon,nakshatra,,1961-01-06T16:30:00+00:00,1961,Ashwini,1.0
moon,nakshatra,,1961-01-19T13:24:22.500000+00:00,1961,Revati,4.0
moon,nakshatra,,1961-02-02T20:20:37.500000+00:00,1961,Ashwini,1.0
moon,nakshatra,,1961-02-15T23:48:45+00:00,1961,Revati,4.0
moon,nakshatra,,1961-03-02T02:43:07.500000+00:00,1961,Ashwini,1.0
moon,nakshatra,,1961-03-15T10:35:37.500000+00:00,1961,Revati,4.0
moon,nakshatra,,1961-03-29T09:28:07.500000+00:00,1961,Ashwini,1.0
moon,nakshatra,,1961-04-11T17:37:30+00:00,1961,Revati,4.0
moon,nakshatra,,1961-04-25T14:26:15+00:00,1961,Ashwini,1.0
moon,nakshatra,,1961-05-08T19:58:07.500000+00:00,1961,Revati,4.0
moon,nakshatra,,1961-05-22T17:03:45+00:00,1961,Ashwini,1.0
moon,nakshatra,,1961-06-04T20:31:52.500000+00:00,1961,Revati,4.0
moon,nakshatra,,1961-06-18T19:07:30+00:00,1961,Ashwini,1.0
moon,nakshatra,,1961-07-01T23:54:22.500000+00:00,1961,Revati,4.0
moon,nakshatra,,1961-07-15T22:41:15+00:00,1961,Ashwini,1.0
moon,nakshatra,,1961-07-29T07:52:30+00:00,1961,Revati,4.0
moon,nakshatra,,1961-08-12T04:13:07.500000+00:00,1961,Ashwini,1.0
moon,nakshatra,,1961-08-25T18:39:22.500000+00:00,1961,Revati,4.0
moon,nakshatra,,1961-09-08T10:30:00+00:00,1961,Ashwini,1.0
moon,nakshatra,,1961-09-22T04:41:15+00:00,1961,Revati,4.0
moon,nakshatra,,1961-10-05T15:33:45+00:00,1961,Ashwini,1.0
moon,nakshatra,,1961-10-19T10:30:00+00:00,1961,Revati,4.0
moon,nakshatra,,1961-11-01T18:28:07.500000+00:00,1961,Ashwini,1.0
moon,nakshatra,,1961-11-15T11:37:30+00:00,1961,Revati,4.0
moon,nakshatra,,1961-11-28T20:15:00+00:00,1961,Ashwini,1.0
moon,nakshatra,,1961-12-12T12:22:30+00:00,1961,Revati,4.0
moon,nakshatra,,1961-12-25T23:43:07.500000+00:00,1961,Ashwini,1.0
moon,nakshatra,,1962-01-08T17:43:07.500000+00:00,1962,Revati,4.0
moon,nakshatra,,1962-01-22T05:37:30+00:00,1962,Ashwini,1.0
moon,nakshatra,,1962-02-05T03:50:37.500000+00:00,1962,Revati,4.0
moon,nakshatra,,1962-02-18T12:16:52.500000+00:00,1962,Ashwini,1.0
moon,nakshatra,,1962-03-04T15:00:00+00:00,1962,Revati,4.0
moon,nakshatra,,1962-03-17T17:20:37.500000+00:00,1962,Ashwini,1.0
moon,nakshatra,,1962-03-31T22:46:52.500000+00:00,1962,Revati,4.0
moon,nakshatra,,1962-04-13T19:58:07.500000+00:00,1962,Ashwini,1.0
moon,nakshatra,,1962-04-28T01:35:37.500000+00:00,1962,Revati,4.0
moon,nakshatra,,1962-05-10T21:39:22.500000+00:00,1962,Ashwini,1.0
moon,nakshatra,,1962-05-25T02:09:22.500000+00:00,1962,Revati,4.0
moon,nakshatra,,1962-06-07T01:07:30+00:00,1962,Ashwini,1.0
moon,nakshatra,,1962-06-21T04:58:07.500000+00:00,1962,Revati,4.0
moon,nakshatra,,1962-07-04T07:13:07.500000+00:00,1962,Ashwini,1.0
moon,nakshatra,,1962-07-18T12:05:37.500000+00:00,1962,Revati,4.0
moon,nakshatra,,1962-07-31T14:31:52.500000+00:00,1962,Ashwini,1.0
moon,nakshatra,,1962-08-14T22:01:52.500000+00:00,1962,Revati,4.0
moon,nakshatra,,1962-08-27T20:48:45+00:00,1962,Ashwini,1.0
moon,nakshatra,,1962-09-11T07:35:37.500000+00:00,1962,Revati,4.0
moon,nakshatra,,1962-09-24T00:16:52.500000+00:00,1962,Ashwini,1.0
moon,nakshatra,,1962-10-08T13:30:00+00:00,1962,Revati,4.0
moon,nakshatra,,1962-10-21T01:35:37.500000+00:00,1962,Ashwini,1.0
moon,nakshatra,,1962-11-04T15:05:37.500000+00:00,1962,Revati,4.0
moon,nakshatra,,1962-11-17T03:39:22.500000+00:00,1962,Ashwini,1.0
moon,nakshatra,,1962-12-01T15:45:00+00:00,1962,Revati,4.0
moon,nakshatra,,1962-12-14T09:33:45+00:00,1962,Ashwini,1.0
moon,nakshatra,,1962-12-28T20:09:22.500000+00:00,1962,Revati,4.0
moon,nakshatra,,1963-01-10T18:16:52.500000+00:00,1963,Ashwini,1.0
moon,nakshatra,,1963-01-25T04:41:15+00:00,1963,Revati,4.0
moon,nakshatra,,1963-02-07T02:26:15+00:00,1963,Ashwini,1.0
moon,nakshatra,,1963-02-21T14:15:00+00:00,1963,Revati,4.0
moon,nakshatra,,1963-03-06T07:07:30+00:00,1963,Ashwini,1.0
moon,nakshatra,,1963-03-20T21:05:37.500000+00:00,1963,Revati,4.0
moon,nakshatra,,1963-04-02T08:20:37.500000+00:00,1963,Ashwini,1.0
moon,nakshatra,,1963-04-16T23:48:45+00:00,1963,Revati,4.0
moon,nakshatra,,1963-04-29T09:45:00+00:00,1963,Ashwini,1.0
moon,nakshatra,,1963-05-14T00:50:37.500000+00:00,1963,Revati,4.0
moon,nakshatra,,1963-05-26T14:37:30+00:00,1963,Ashwini,1.0
moon,nakshatra,,1963-06-10T03:39:22.500000+00:00,1963,Revati,4.0
moon,nakshatra,,1963-06-22T23:09:22.500000+00:00,1963,Ashwini,1.0
moon,nakshatra,,1963-07-07T09:45:00+00:00,1963,Revati,4.0
moon,nakshatra,,1963-07-20T08:37:30+00:00,1963,Ashwini,1.0
moon,nakshatra,,1963-08-03T17:48:45+00:00,1963,Revati,4.0
moon,nakshatra,,1963-08-16T15:50:37.500000+00:00,1963,Ashwini,1.0
moon,nakshatra,,1963-08-31T01:13:07.500000+00:00,1963,Revati,4.0
moon,nakshatra,,1963-09-12T19:07:30+00:00,1963,Ashwini,1.0
moon,nakshatra,,1963-09-27T05:48:45+00:00,1963,Revati,4.0
moon,nakshatra,,1963-10-09T19:46:52.500000+00:00,1963,Ashwini,1.0
moon,nakshatra,,1963-10-24T07:30:00+00:00,1963,Revati,4.0
moon,nakshatra,,1963-11-05T22:01:52.500000+00:00,1963,Ashwini,1.0
moon,nakshatra,,1963-11-20T09:05:37.500000+00:00,1963,Revati,4.0
moon,nakshatra,,1963-12-03T05:15:00+00:00,1963,Ashwini,1.0
moon,nakshatra,,1963-12-17T13:30:00+00:00,1963,Revati,4.0
moon,nakshatra,,1963-12-30T16:07:30+00:00,1963,Ashwini,1.0
moon,nakshatra,,1964-01-13T20:26:15+00:00,1964,Revati,4.0
moon,nakshatra,,1964-01-27T02:15:00+00:00,1964,Ashwini,1.0
moon,nakshatra,,1964-02-10T03:22:30+00:00,1964,Revati,4.0
moon,nakshatra,,1964-02-23T07:41:15+00:00,1964,Ashwini,1.0
moon,nakshatra,,1964-03-08T07:52:30+00:00,1964,Revati,4.0
moon,nakshatra,,1964-03-21T08:43:07.500000+00:00,1964,Ashwini,1.0
moon,nakshatra,,1964-04-04T09:56:15+00:00,1964,Revati,4.0
moon,nakshatra,,1964-04-17T09:45:00+00:00,1964,Ashwini,1.0
moon,nakshatra,,1964-05-01T12:05:37.500000+00:00,1964,Revati,4.0
moon,nakshatra,,1964-05-14T15:00:00+00:00,1964,Ashwini,1.0
moon,nakshatra,,1964-05-28T16:13:07.500000+00:00,1964,Revati,4.0
moon,nakshatra,,1964-06-11T00:28:07.500000+00:00,1964,Ashwini,1.0
moon,nakshatra,,1964-06-24T22:13:07.500000+00:00,1964,Revati,4.0
moon,nakshatra,,1964-07-08T11:15:00+00:00,1964,Ashwini,1.0
moon,nakshatra,,1964-07-22T04:24:22.500000+00:00,1964,Revati,4.0
moon,nakshatra,,1964-08-04T19:35:37.500000+00:00,1964,Ashwini,1.0
moon,nakshatra,,1964-08-18T09:11:15+00:00,1964,Revati,4.0
moon,nakshatra,,1964-08-31T23:31:52.500000+00:00,1964,Ashwini,1.0
moon,nakshatra,,1964-09-14T11:48:45+00:00,1964,Revati,4.0
moon,nakshatra,,1964-09-28T00:05:37.500000+00:00,1964,Ashwini,1.0
moon,nakshatra,,1964-10-11T13:52:30+00:00,1964,Revati,4.0
moon,nakshatra,,1964-10-25T01:58:07.500000+00:00,1964,Ashwini,1.0
moon,nakshatra,,1964-11-07T17:37:30+00:00,1964,Revati,4.0
moon,nakshatra,,1964-11-21T08:54:22.500000+00:00,1964,Ashwini,1.0
moon,nakshatra,,1964-12-04T23:31:52.500000+00:00,1964,Revati,4.0
moon,nakshatra,,1964-12-18T19:58:07.500000+00:00,1964,Ashwini,1.0
moon,nakshatra,,1965-01-01T05:54:22.500000+00:00,1965,Revati,4.0
moon,nakshatra,,1965-01-15T06:56:15+00:00,1965,Ashwini,1.0
moon,nakshatra,,1965-01-28T10:30:00+00:00,1965,Revati,4.0
moon,nakshatra,,1965-02-11T13:18:45+00:00,1965,Ashwini,1.0
moon,nakshatra,,1965-02-24T12:39:22.500000+00:00,1965,Revati,4.0
moon,nakshatra,,1965-03-10T14:43:07.500000+00:00,1965,Ashwini,1.0
moon,nakshatra,,1965-03-23T14:31:52.500000+00:00,1965,Revati,4.0
moon,nakshatra,,1965-04-06T15:28:07.500000+00:00,1965,Ashwini,1.0
moon,nakshatra,,1965-04-19T18:39:22.500000+00:00,1965,Revati,4.0
moon,nakshatra,,1965-05-03T19:58:07.500000+00:00,1965,Ashwini,1.0
moon,nakshatra,,1965-05-17T01:13:07.500000+00:00,1965,Revati,4.0
moon,nakshatra,,1965-05-31T04:41:15+00:00,1965,Ashwini,1.0
moon,nakshatra,,1965-06-13T08:15:00+00:00,1965,Revati,4.0
moon,nakshatra,,1965-06-27T15:05:37.500000+00:00,1965,Ashwini,1.0
moon,nakshatra,,1965-07-10T13:35:37.500000+00:00,1965,Revati,4.0
moon,nakshatra,,1965-07-24T23:26:15+00:00,1965,Ashwini,1.0
moon,nakshatra,,1965-08-06T16:18:45+00:00,1965,Revati,4.0
moon,nakshatra,,1965-08-21T03:39:22.500000+00:00,1965,Ashwini,1.0
moon,nakshatra,,1965-09-02T17:43:07.500000+00:00,1965,Revati,4.0
moon,nakshatra,,1965-09-17T04:35:37.500000+00:00,1965,Ashwini,1.0
moon,nakshatra,,1965-09-29T20:48:45+00:00,1965,Revati,4.0
moon,nakshatra,,1965-10-14T06:11:15+00:00,1965,Ashwini,1.0
moon,nakshatra,,1965-10-27T03:11:15+00:00,1965,Revati,4.0
moon,nakshatra,,1965-11-10T12:00:00+00:00,1965,Ashwini,1.0
moon,nakshatra,,1965-11-23T11:31:52.500000+00:00,1965,Revati,4.0
moon,nakshatra,,1965-12-07T21:28:07.500000+00:00,1965,Ashwini,1.0
moon,nakshatra,,1965-12-20T18:45:00+00:00,1965,Revati,4.0
moon,nakshatra,,1966-01-04T07:13:07.500000+00:00,1966,Ashwini,1.0
moon,nakshatra,,1966-01-16T22:18:45+00:00,1966,Revati,4.0
moon,nakshatra,,1966-01-31T13:18:45+00:00,1966,Ashwini,1.0
moon,nakshatra,,1966-02-12T23:03:45+00:00,1966,Revati,4.0
moon,nakshatra,,1966-02-27T14:54:22.500000+00:00,1966,Ashwini,1.0
moon,nakshatra,,1966-03-12T01:07:30+00:00,1966,Revati,4.0
moon,nakshatra,,1966-03-26T15:50:37.500000+00:00,1966,Ashwini,1.0
moon,nakshatra,,1966-04-08T07:24:22.500000+00:00,1966,Revati,4.0
moon,nakshatra,,1966-04-22T19:46:52.500000+00:00,1966,Ashwini,1.0
moon,nakshatra,,1966-05-05T16:35:37.500000+00:00,1966,Revati,4.0
moon,nakshatra,,1966-05-20T03:05:37.500000+00:00,1966,Ashwini,1.0
moon,nakshatra,,1966-06-02T01:18:45+00:00,1966,Revati,4.0
moon,nakshatra,,1966-06-16T11:37:30+00:00,1966,Ashwini,1.0
moon,nakshatra,,1966-06-29T06:56:15+00:00,1966,Revati,4.0
moon,nakshatra,,1966-07-13T18:22:30+00:00,1966,Ashwini,1.0
moon,nakshatra,,1966-07-26T09:00:00+00:00,1966,Revati,4.0
moon,nakshatra,,1966-08-09T21:50:37.500000+00:00,1966,Ashwini,1.0
moon,nakshatra,,1966-08-22T09:50:37.500000+00:00,1966,Revati,4.0
moon,nakshatra,,1966-09-05T23:15:00+00:00,1966,Ashwini,1.0
moon,nakshatra,,1966-09-18T13:41:15+00:00,1966,Revati,4.0
moon,nakshatra,,1966-10-03T01:30:00+00:00,1966,Ashwini,1.0
moon,nakshatra,,1966-10-15T21:56:15+00:00,1966,Revati,4.0
moon,nakshatra,,1966-10-30T06:45:00+00:00,1966,Ashwini,1.0
moon,nakshatra,,1966-11-12T08:31:52.500000+00:00,1966,Revati,4.0
moon,nakshatra,,1966-11-26T14:15:00+00:00,1966,Ashwini,1.0
moon,nakshatra,,1966-12-09T17:20:37.500000+00:00,1966,Revati,4.0
moon,nakshatra,,1966-12-23T21:16:52.500000+00:00,1966,Ashwini,1.0
moon,nakshatra,,1967-01-05T21:16:52.500000+00:00,1967,Revati,4.0
moon,nakshatra,,1967-01-20T01:24:22.500000+00:00,1967,Ashwini,1.0
moon,nakshatra,,1967-02-01T21:33:45+00:00,1967,Revati,4.0
moon,nakshatra,,1967-02-16T03:00:00+00:00,1967,Ashwini,1.0
moon,nakshatra,,1967-02-28T23:31:52.500000+00:00,1967,Revati,4.0
moon,nakshatra,,1967-03-15T05:15:00+00:00,1967,Ashwini,1.0
moon,nakshatra,,1967-03-28T06:39:22.500000+00:00,1967,Revati,4.0
moon,nakshatra,,1967-04-11T09:50:37.500000+00:00,1967,Ashwini,1.0
moon,nakshatra,,1967-04-24T17:15:00+00:00,1967,Revati,4.0
moon,nakshatra,,1967-05-08T16:13:07.500000+00:00,1967,Ashwini,1.0
moon,nakshatra,,1967-05-22T03:33:45+00:00,1967,Revati,4.0
moon,nakshatra,,1967-06-04T22:18:45+00:00,1967,Ashwini,1.0
moon,nakshatra,,1967-06-18T10:07:30+00:00,1967,Revati,4.0
moon,nakshatra,,1967-07-02T02:31:52.500000+00:00,1967,Ashwini,1.0
moon,nakshatra,,1967-07-15T12:22:30+00:00,1967,Revati,4.0
moon,nakshatra,,1967-07-29T04:52:30+00:00,1967,Ashwini,1.0
moon,nakshatra,,1967-08-11T13:01:52.500000+00:00,1967,Revati,4.0
moon,nakshatra,,1967-08-25T07:13:07.500000+00:00,1967,Ashwini,1.0
moon,nakshatra,,1967-09-07T16:35:37.500000+00:00,1967,Revati,4.0
moon,nakshatra,,1967-09-21T11:26:15+00:00,1967,Ashwini,1.0
moon,nakshatra,,1967-10-05T00:56:15+00:00,1967,Revati,4.0
moon,nakshatra,,1967-10-18T17:26:15+00:00,1967,Ashwini,1.0
moon,nakshatra,,1967-11-01T12:11:15+00:00,1967,Revati,4.0
moon,nakshatra,,1967-11-14T23:37:30+00:00,1967,Ashwini,1.0
moon,nakshatra,,1967-11-28T22:01:52.500000+00:00,1967,Revati,4.0
moon,nakshatra,,1967-12-12T03:56:15+00:00,1967,Ashwini,1.0
moon,nakshatra,,1967-12-26T02:54:22.500000+00:00,1967,Revati,4.0
moon,nakshatra,,1968-01-08T06:00:00+00:00,1968,Ashwini,1.0
moon,nakshatra,,1968-01-22T03:22:30+00:00,1968,Revati,4.0
moon,nakshatra,,1968-02-04T08:03:45+00:00,1968,Ashwini,1.0
moon,nakshatra,,1968-02-18T04:52:30+00:00,1968,Revati,4.0
moon,nakshatra,,1968-03-02T12:39:22.500000+00:00,1968,Ashwini,1.0
moon,nakshatra,,1968-03-16T11:15:00+00:00,1968,Revati,4.0
moon,nakshatra,,1968-03-29T19:13:07.500000+00:00,1968,Ashwini,1.0
moon,nakshatra,,1968-04-12T21:28:07.500000+00:00,1968,Revati,4.0
moon,nakshatra,,1968-04-26T01:46:52.500000+00:00,1968,Ashwini,1.0
moon,nakshatra,,1968-05-10T07:52:30+00:00,1968,Revati,4.0
moon,nakshatra,,1968-05-23T06:11:15+00:00,1968,Ashwini,1.0
moon,nakshatra,,1968-06-06T14:54:22.500000+00:00,1968,Revati,4.0
moon,nakshatra,,1968-06-19T08:20:37.500000+00:00,1968,Ashwini,1.0
moon,nakshatra,,1968-07-03T17:26:15+00:00,1968,Revati,4.0
moon,nakshatra,,1968-07-16T10:07:30+00:00,1968,Ashwini,1.0
moon,nakshatra,,1968-07-30T18:11:15+00:00,1968,Revati,4.0
moon,nakshatra,,1968-08-12T14:09:22.500000+00:00,1968,Ashwini,1.0
moon,nakshatra,,1968-08-26T21:11:15+00:00,1968,Revati,4.0
moon,nakshatra,,1968-09-08T21:00:00+00:00,1968,Ashwini,1.0
moon,nakshatra,,1968-09-23T04:24:22.500000+00:00,1968,Revati,4.0
moon,nakshatra,,1968-10-06T04:52:30+00:00,1968,Ashwini,1.0
moon,nakshatra,,1968-10-20T14:26:15+00:00,1968,Revati,4.0
moon,nakshatra,,1968-11-02T11:03:45+00:00,1968,Ashwini,1.0
moon,nakshatra,,1968-11-16T23:37:30+00:00,1968,Revati,4.0
moon,nakshatra,,1968-11-29T13:46:52.500000+00:00,1968,Ashwini,1.0
moon,nakshatra,,1968-12-14T04:30:00+00:00,1968,Revati,4.0
moon,nakshatra,,1968-12-26T14:31:52.500000+00:00,1968,Ashwini,1.0
moon,nakshatra,,1969-01-10T05:20:37.500000+00:00,1969,Revati,4.0
moon,nakshatra,,1969-01-22T17:31:52.500000+00:00,1969,Ashwini,1.0
moon,nakshatra,,1969-02-06T06:45:00+00:00,1969,Revati,4.0
moon,nakshatra,,1969-02-19T00:39:22.500000+00:00,1969,Ashwini,1.0
moon,nakshatra,,1969-03-05T12:00:00+00:00,1969,Revati,4.0
moon,nakshatra,,1969-03-18T09:56:15+00:00,1969,Ashwini,1.0
moon,nakshatra,,1969-04-01T20:37:30+00:00,1969,Revati,4.0
moon,nakshatra,,1969-04-14T17:37:30+00:00,1969,Ashwini,1.0
moon,nakshatra,,1969-04-29T05:20:37.500000+00:00,1969,Revati,4.0
moon,nakshatra,,1969-05-11T21:39:22.500000+00:00,1969,Ashwini,1.0
moon,nakshatra,,1969-05-26T11:15:00+00:00,1969,Revati,4.0
moon,nakshatra,,1969-06-07T22:46:52.500000+00:00,1969,Ashwini,1.0
moon,nakshatra,,1969-06-22T13:35:37.500000+00:00,1969,Revati,4.0
moon,nakshatra,,1969-07-05T00:28:07.500000+00:00,1969,Ashwini,1.0
moon,nakshatra,,1969-07-19T14:54:22.500000+00:00,1969,Revati,4.0
moon,nakshatra,,1969-08-01T05:54:22.500000+00:00,1969,Ashwini,1.0
moon,nakshatra,,1969-08-15T18:00:00+00:00,1969,Revati,4.0
moon,nakshatra,,1969-08-28T15:00:00+00:00,1969,Ashwini,1.0
moon,nakshatra,,1969-09-12T00:11:15+00:00,1969,Revati,4.0
moon,nakshatra,,1969-09-25T00:50:37.500000+00:00,1969,Ashwini,1.0
moon,nakshatra,,1969-10-09T08:03:45+00:00,1969,Revati,4.0
moon,nakshatra,,1969-10-22T08:09:22.500000+00:00,1969,Ashwini,1.0
moon,nakshatra,,1969-11-05T14:48:45+00:00,1969,Revati,4.0
moon,nakshatra,,1969-11-18T10:46:52.500000+00:00,1969,Ashwini,1.0
moon,nakshatra,,1969-12-02T18:22:30+00:00,1969,Revati,4.0
moon,nakshatra,,1969-12-15T11:03:45+00:00,1969,Ashwini,1.0
moon,nakshatra,,1969-12-29T19:46:52.500000+00:00,1969,Revati,4.0
moon,nakshatra,,1970-01-11T14:15:00+00:00,1970,Ashwini,1.0
moon,nakshatra,,1970-01-25T22:07:30+00:00,1970,Revati,4.0
moon,nakshatra,,1970-02-07T22:41:15+00:00,1970,Ashwini,1.0
moon,nakshatra,,1970-02-22T03:28:07.500000+00:00,1970,Revati,4.0
moon,nakshatra,,1970-03-07T09:50:37.500000+00:00,1970,Ashwini,1.0
moon,nakshatra,,1970-03-21T10:18:45+00:00,1970,Revati,4.0
moon,nakshatra,,1970-04-03T19:13:07.500000+00:00,1970,Ashwini,1.0
moon,nakshatra,,1970-04-17T16:18:45+00:00,1970,Revati,4.0
moon,nakshatra,,1970-04-30T23:48:45+00:00,1970,Ashwini,1.0
moon,nakshatra,,1970-05-14T20:03:45+00:00,1970,Revati,4.0
moon,nakshatra,,1970-05-28T00:45:00+00:00,1970,Ashwini,1.0
moon,nakshatra,,1970-06-10T22:07:30+00:00,1970,Revati,4.0
moon,nakshatra,,1970-06-24T02:15:00+00:00,1970,Ashwini,1.0
moon,nakshatra,,1970-07-08T00:45:00+00:00,1970,Revati,4.0
moon,nakshatra,,1970-07-21T07:46:52.500000+00:00,1970,Ashwini,1.0
moon,nakshatra,,1970-08-04T05:20:37.500000+00:00,1970,Revati,4.0
moon,nakshatra,,1970-08-17T17:31:52.500000+00:00,1970,Ashwini,1.0
moon,nakshatra,,1970-08-31T11:26:15+00:00,1970,Revati,4.0
moon,nakshatra,,1970-09-14T04:30:00+00:00,1970,Ashwini,1.0
moon,nakshatra,,1970-09-27T17:20:37.500000+00:00,1970,Revati,4.0
moon,nakshatra,,1970-10-11T12:50:37.500000+00:00,1970,Ashwini,1.0
moon,nakshatra,,1970-10-24T21:22:30+00:00,1970,Revati,4.0
moon,nakshatra,,1970-11-07T16:07:30+00:00,1970,Ashwini,1.0
moon,nakshatra,,1970-11-20T23:20:37.500000+00:00,1970,Revati,4.0
moon,nakshatra,,1970-12-04T16:18:45+00:00,1970,Ashwini,1.0
moon,nakshatra,,1970-12-18T01:41:15+00:00,1970,Revati,4.0
moon,nakshatra,,1970-12-31T18:50:37.500000+00:00,1970,Ashwini,1.0
moon,nakshatra,,1971-01-14T06:33:45+00:00,1971,Revati,4.0
moon,nakshatra,,1971-01-28T02:48:45+00:00,1971,Ashwini,1.0
moon,nakshatra,,1971-02-10T13:13:07.500000+00:00,1971,Revati,4.0
moon,nakshatra,,1971-02-24T14:03:45+00:00,1971,Ashwini,1.0
moon,nakshatra,,1971-03-09T19:18:45+00:00,1971,Revati,4.0
moon,nakshatra,,1971-03-24T00:00:00+00:00,1971,Ashwini,1.0
moon,nakshatra,,1971-04-05T23:03:45+00:00,1971,Revati,4.0
moon,nakshatra,,1971-04-20T05:15:00+00:00,1971,Ashwini,1.0
moon,nakshatra,,1971-05-03T00:50:37.500000+00:00,1971,Revati,4.0
moon,nakshatra,,1971-05-17T06:28:07.500000+00:00,1971,Ashwini,1.0
moon,nakshatra,,1971-05-30T03:11:15+00:00,1971,Revati,4.0
moon,nakshatra,,1971-06-13T07:41:15+00:00,1971,Ashwini,1.0
moon,nakshatra,,1971-06-26T07:58:07.500000+00:00,1971,Revati,4.0
moon,nakshatra,,1971-07-10T12:28:07.500000+00:00,1971,Ashwini,1.0
moon,nakshatra,,1971-07-23T15:00:00+00:00,1971,Revati,4.0
moon,nakshatra,,1971-08-06T21:11:15+00:00,1971,Ashwini,1.0
moon,nakshatra,,1971-08-19T22:07:30+00:00,1971,Revati,4.0
moon,nakshatra,,1971-09-03T07:24:22.500000+00:00,1971,Ashwini,1.0
moon,nakshatra,,1971-09-16T03:11:15+00:00,1971,Revati,4.0
moon,nakshatra,,1971-09-30T15:33:45+00:00,1971,Ashwini,1.0
moon,nakshatra,,1971-10-13T05:20:37.500000+00:00,1971,Revati,4.0
moon,nakshatra,,1971-10-27T19:13:07.500000+00:00,1971,Ashwini,1.0
moon,nakshatra,,1971-11-09T06:28:07.500000+00:00,1971,Revati,4.0
moon,nakshatra,,1971-11-23T19:41:15+00:00,1971,Ashwini,1.0
moon,nakshatra,,1971-12-06T10:18:45+00:00,1971,Revati,4.0
moon,nakshatra,,1971-12-20T21:50:37.500000+00:00,1971,Ashwini,1.0
moon,nakshatra,,1972-01-02T18:00:00+00:00,1972,Revati,4.0
moon,nakshatra,,1972-01-17T04:24:22.500000+00:00,1972,Ashwini,1.0
moon,nakshatra,,1972-01-30T03:00:00+00:00,1972,Revati,4.0
moon,nakshatra,,1972-02-13T13:52:30+00:00,1972,Ashwini,1.0
moon,nakshatra,,1972-02-26T09:39:22.500000+00:00,1972,Revati,4.0
moon,nakshatra,,1972-03-11T22:30:00+00:00,1972,Ashwini,1.0
moon,nakshatra,,1972-03-24T12:22:30+00:00,1972,Revati,4.0
moon,nakshatra,,1972-04-08T03:16:52.500000+00:00,1972,Ashwini,1.0
moon,nakshatra,,1972-04-20T13:13:07.500000+00:00,1972,Revati,4.0
moon,nakshatra,,1972-05-05T04:41:15+00:00,1972,Ashwini,1.0
moon,nakshatra,,1972-05-17T16:01:52.500000+00:00,1972,Revati,4.0
moon,nakshatra,,1972-06-01T06:11:15+00:00,1972,Ashwini,1.0
moon,nakshatra,,1972-06-13T22:52:30+00:00,1972,Revati,4.0
moon,nakshatra,,1972-06-28T10:35:37.500000+00:00,1972,Ashwini,1.0
moon,nakshatra,,1972-07-11T08:20:37.500000+00:00,1972,Revati,4.0
moon,nakshatra,,1972-07-25T17:54:22.500000+00:00,1972,Ashwini,1.0
moon,nakshatra,,1972-08-07T17:03:45+00:00,1972,Revati,4.0
moon,nakshatra,,1972-08-22T01:58:07.500000+00:00,1972,Ashwini,1.0
moon,nakshatra,,1972-09-03T22:30:00+00:00,1972,Revati,4.0
moon,nakshatra,,1972-09-18T08:09:22.500000+00:00,1972,Ashwini,1.0
